array,artifact,bytes_uncompressed,description,dtype,elements,maximum,minimum,nonfinite_count,shape
left,bases/block_00_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.5694891214370728,-0.7319705486297607,0,2560x64
singular_values,bases/block_48_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.312026977539062,6.922634124755859,0,64
right,bases/block_48_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12827982008457184,-0.12554119527339935,0,2560x64
left,bases/block_49_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.4374820291996002,-0.22145508229732513,0,2560x64
singular_values,bases/block_49_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.516435623168945,6.719161033630371,0,64
right,bases/block_49_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.11058603227138519,-0.09463293105363846,0,6912x64
left,bases/block_49_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.10247774422168732,-0.10465723276138306,0,6912x64
singular_values,bases/block_49_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,26.435327529907227,6.639345169067383,0,64
right,bases/block_49_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1093996912240982,-0.09945619851350784,0,2560x64
left,bases/block_49_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21517573297023773,-0.19505155086517334,0,2560x64
singular_values,bases/block_49_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,20.901447296142578,4.453817844390869,0,64
right,bases/block_49_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18484731018543243,-0.20462960004806519,0,2560x64
left,bases/block_49_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.662736713886261,-0.10263439267873764,0,2560x64
singular_values,bases/block_49_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,10.564287185668945,4.643455505371094,0,64
right,bases/block_49_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.17641714215278625,-0.1774943321943283,0,2560x64
left,bases/block_49_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22652851045131683,-0.2231142222881317,0,2560x64
singular_values,bases/block_49_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,22.64972496032715,4.627705097198486,0,64
right,bases/block_49_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.20340633392333984,-0.13734188675880432,0,2560x64
left,bases/block_49_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22912396490573883,-0.18168394267559052,0,2560x64
singular_values,bases/block_49_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,10.287385940551758,4.05042839050293,0,64
right,bases/block_49_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13333775103092194,-0.08417234569787979,0,2560x64
left,bases/block_49_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.10217278450727463,-0.11383849382400513,0,6912x64
singular_values,bases/block_49_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,21.868276596069336,7.130039215087891,0,64
right,bases/block_49_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09147049486637115,-0.11674648523330688,0,2560x64
left,bases/block_50_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.649850070476532,-0.27850204706192017,0,2560x64
singular_values,bases/block_50_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.806884765625,5.899829864501953,0,64
right,bases/block_50_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08728021383285522,-0.10709332674741745,0,6912x64
left,bases/block_50_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09142105281352997,-0.10702275484800339,0,6912x64
singular_values,bases/block_50_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,26.514076232910156,7.093225955963135,0,64
right,bases/block_50_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11291532218456268,-0.0987418070435524,0,2560x64
left,bases/block_50_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1932256519794464,-0.19195233285427094,0,2560x64
singular_values,bases/block_50_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,22.943567276000977,4.548312664031982,0,64
right,bases/block_50_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1570000797510147,-0.16095955669879913,0,2560x64
left,bases/block_50_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.7288756370544434,-0.31734058260917664,0,2560x64
singular_values,bases/block_50_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.41506290435791,4.152089595794678,0,64
right,bases/block_50_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1844605803489685,-0.213944211602211,0,2560x64
left,bases/block_50_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.29804956912994385,-0.1956557184457779,0,2560x64
singular_values,bases/block_50_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,25.944541931152344,4.651732444763184,0,64
right,bases/block_50_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13772477209568024,-0.13739268481731415,0,2560x64
left,bases/block_50_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.20618866384029388,-0.15547801554203033,0,2560x64
singular_values,bases/block_50_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.886534690856934,4.096944808959961,0,64
right,bases/block_50_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10873033106327057,-0.13324032723903656,0,2560x64
left,bases/block_50_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.09894341975450516,-0.09168928861618042,0,6912x64
singular_values,bases/block_50_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.229480743408203,7.639383792877197,0,64
right,bases/block_50_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11541681736707687,-0.10445943474769592,0,2560x64
left,bases/block_51_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16122739017009735,-0.6395211815834045,0,2560x64
singular_values,bases/block_51_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,14.999720573425293,5.241288661956787,0,64
right,bases/block_51_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.11257363110780716,-0.13183018565177917,0,6912x64
left,bases/block_51_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08645468950271606,-0.08504698425531387,0,6912x64
singular_values,bases/block_51_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,24.400306701660156,7.234685897827148,0,64
right,bases/block_51_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1249079629778862,-0.10646349936723709,0,2560x64
left,bases/block_51_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.26058804988861084,-0.23473192751407623,0,2560x64
singular_values,bases/block_51_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,22.79823875427246,4.446659564971924,0,64
right,bases/block_51_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18004001677036285,-0.1455993503332138,0,2560x64
left,bases/block_51_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.7407633662223816,-0.14775697886943817,0,2560x64
singular_values,bases/block_51_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.655378341674805,4.014054775238037,0,64
right,bases/block_51_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.23207959532737732,-0.2303524613380432,0,2560x64
left,bases/block_51_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.3758630156517029,-0.20628724992275238,0,2560x64
singular_values,bases/block_51_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,22.80651092529297,4.574591636657715,0,64
right,bases/block_51_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12715907394886017,-0.1784147173166275,0,2560x64
left,bases/block_51_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1608014851808548,-0.13809193670749664,0,2560x64
singular_values,bases/block_51_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.49317741394043,4.528621196746826,0,64
right,bases/block_51_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10734638571739197,-0.13155497610569,0,2560x64
left,bases/block_51_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.10481364279985428,-0.12459888309240341,0,6912x64
singular_values,bases/block_51_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,14.570006370544434,7.584403991699219,0,64
right,bases/block_51_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10131172090768814,-0.09328018128871918,0,2560x64
left,bases/block_52_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.7762320041656494,-0.12558329105377197,0,2560x64
singular_values,bases/block_52_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,11.032867431640625,5.078239440917969,0,64
right,bases/block_52_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.18447209894657135,-0.17248576879501343,0,6912x64
left,bases/block_52_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07340048253536224,-0.07351052761077881,0,6912x64
singular_values,bases/block_52_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,25.147706985473633,7.174254417419434,0,64
right,bases/block_52_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11878472566604614,-0.10831668227910995,0,2560x64
left,bases/block_52_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2415459305047989,-0.2819828689098358,0,2560x64
singular_values,bases/block_52_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,19.399559020996094,4.29460334777832,0,64
right,bases/block_52_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15556512773036957,-0.1652195155620575,0,2560x64
left,bases/block_52_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.701896071434021,-0.2360219806432724,0,2560x64
singular_values,bases/block_52_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.354827880859375,3.9974780082702637,0,64
right,bases/block_52_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19206608831882477,-0.17368239164352417,0,2560x64
left,bases/block_52_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.3156589865684509,-0.26314255595207214,0,2560x64
singular_values,bases/block_52_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,23.03624153137207,4.347797393798828,0,64
right,bases/block_52_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14322133362293243,-0.145932137966156,0,2560x64
left,bases/block_52_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.17599119246006012,-0.13927143812179565,0,2560x64
singular_values,bases/block_52_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.149081230163574,4.580589771270752,0,64
right,bases/block_52_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19873620569705963,-0.1636972427368164,0,2560x64
left,bases/block_52_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.16240103542804718,-0.11112520098686218,0,6912x64
singular_values,bases/block_52_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,13.443772315979004,7.513957500457764,0,64
right,bases/block_52_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09703339636325836,-0.10526888072490692,0,2560x64
left,bases/block_53_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.5682502388954163,-0.09781412780284882,0,2560x64
singular_values,bases/block_53_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.111200332641602,5.135127544403076,0,64
right,bases/block_53_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.139492005109787,-0.15156672894954681,0,6912x64
left,bases/block_53_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07093284279108047,-0.08464573323726654,0,6912x64
singular_values,bases/block_53_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,27.318416595458984,7.0139946937561035,0,64
right,bases/block_53_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12032945454120636,-0.09341887384653091,0,2560x64
left,bases/block_53_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.3604409694671631,-0.3183978497982025,0,2560x64
singular_values,bases/block_53_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,18.451751708984375,4.119585990905762,0,64
right,bases/block_53_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19780561327934265,-0.16863200068473816,0,2560x64
left,bases/block_53_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.6764451861381531,-0.36715900897979736,0,2560x64
singular_values,bases/block_53_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.731465339660645,3.9382855892181396,0,64
right,bases/block_53_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.19141821563243866,-0.20811167359352112,0,2560x64
left,bases/block_53_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16469420492649078,-0.22030210494995117,0,2560x64
singular_values,bases/block_53_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,22.061988830566406,4.18233060836792,0,64
right,bases/block_53_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13169768452644348,-0.12728169560432434,0,2560x64
left,bases/block_53_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.146237313747406,-0.14320683479309082,0,2560x64
singular_values,bases/block_53_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.324017524719238,4.74337100982666,0,64
right,bases/block_53_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16170527040958405,-0.1104903295636177,0,2560x64
left,bases/block_53_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08666284382343292,-0.08076321333646774,0,6912x64
singular_values,bases/block_53_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,14.252270698547363,7.039333343505859,0,64
right,bases/block_53_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.08757279813289642,-0.1126088947057724,0,2560x64
left,bases/block_54_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22919927537441254,-0.4517766237258911,0,2560x64
singular_values,bases/block_54_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,7.593629360198975,5.180209159851074,0,64
right,bases/block_54_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.12781265377998352,-0.15492136776447296,0,6912x64
left,bases/block_54_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.057278987020254135,-0.06373366713523865,0,6912x64
singular_values,bases/block_54_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,28.483491897583008,6.787065029144287,0,64
right,bases/block_54_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12571048736572266,-0.08668817579746246,0,2560x64
left,bases/block_54_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22312209010124207,-0.15334223210811615,0,2560x64
singular_values,bases/block_54_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.834009170532227,3.949956178665161,0,64
right,bases/block_54_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22104816138744354,-0.2173147201538086,0,2560x64
left,bases/block_54_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.6902125477790833,-0.4993188679218292,0,2560x64
singular_values,bases/block_54_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,6.900064468383789,3.7516794204711914,0,64
right,bases/block_54_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1706341654062271,-0.15228812396526337,0,2560x64
left,bases/block_54_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.20181192457675934,-0.19053782522678375,0,2560x64
singular_values,bases/block_54_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,20.744876861572266,4.0495452880859375,0,64
right,bases/block_54_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.15592624247074127,-0.1360471397638321,0,2560x64
left,bases/block_54_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16091388463974,-0.16246281564235687,0,2560x64
singular_values,bases/block_54_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.395244598388672,4.448645114898682,0,64
right,bases/block_54_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.16441814601421356,-0.1900857537984848,0,2560x64
left,bases/block_54_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.10156209766864777,-0.09288617223501205,0,6912x64
singular_values,bases/block_54_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,12.852474212646484,6.689578056335449,0,64
right,bases/block_54_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10357508063316345,-0.08570586889982224,0,2560x64
left,bases/block_55_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22234484553337097,-0.23949788510799408,0,2560x64
singular_values,bases/block_55_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.662817001342773,5.243896961212158,0,64
right,bases/block_55_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.15840555727481842,-0.09331278502941132,0,6912x64
left,bases/block_55_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.0554719939827919,-0.06658509373664856,0,6912x64
singular_values,bases/block_55_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,28.263002395629883,6.433923721313477,0,64
right,bases/block_55_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13223890960216522,-0.0962367132306099,0,2560x64
left,bases/block_55_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.24417585134506226,-0.2563371956348419,0,2560x64
singular_values,bases/block_55_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,14.46101188659668,3.89617919921875,0,64
right,bases/block_55_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22937580943107605,-0.25198718905448914,0,2560x64
left,bases/block_55_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.6434658169746399,-0.13860580325126648,0,2560x64
singular_values,bases/block_55_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.17803955078125,3.759521961212158,0,64
right,bases/block_55_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18892140686511993,-0.16864341497421265,0,2560x64
left,bases/block_55_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2532864809036255,-0.2543119788169861,0,2560x64
singular_values,bases/block_55_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,16.601167678833008,4.00834321975708,0,64
right,bases/block_55_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12479566782712936,-0.16740848124027252,0,2560x64
left,bases/block_55_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.13860273361206055,-0.13937842845916748,0,2560x64
singular_values,bases/block_55_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.6774263381958,4.393143653869629,0,64
right,bases/block_55_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14885123074054718,-0.1612602323293686,0,2560x64
left,bases/block_55_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07913821190595627,-0.08713468909263611,0,6912x64
singular_values,bases/block_55_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,11.4203462600708,6.185080528259277,0,64
right,bases/block_55_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.08086980879306793,-0.08749644458293915,0,2560x64
left,bases/block_56_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.09826444089412689,-0.10034400969743729,0,2560x64
singular_values,bases/block_56_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,11.102241516113281,5.2995381355285645,0,64
right,bases/block_56_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.10412392020225525,-0.08483663201332092,0,6912x64
left,bases/block_56_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.05596427619457245,-0.05347820371389389,0,6912x64
singular_values,bases/block_56_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,27.666385650634766,6.407907009124756,0,64
right,bases/block_56_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14106062054634094,-0.09561900049448013,0,2560x64
left,bases/block_56_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2476150542497635,-0.4350927174091339,0,2560x64
singular_values,bases/block_56_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,12.245575904846191,3.8524768352508545,0,64
right,bases/block_56_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.18374815583229065,-0.254657119512558,0,2560x64
left,bases/block_56_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.3434683680534363,-0.5628368258476257,0,2560x64
singular_values,bases/block_56_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.233604431152344,3.8182339668273926,0,64
right,bases/block_56_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.21050061285495758,-0.20193804800510406,0,2560x64
left,bases/block_56_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.23263920843601227,-0.23632793128490448,0,2560x64
singular_values,bases/block_56_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,17.174251556396484,3.893523693084717,0,64
right,bases/block_56_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1658782660961151,-0.1711014211177826,0,2560x64
left,bases/block_56_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1639084815979004,-0.17145928740501404,0,2560x64
singular_values,bases/block_56_v.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.278555870056152,4.236086368560791,0,64
right,bases/block_56_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.2008308321237564,-0.286883145570755,0,2560x64
left,bases/block_56_value.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.08601976186037064,-0.10484597086906433,0,6912x64
singular_values,bases/block_56_value.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,8.987534523010254,5.997675895690918,0,64
right,bases/block_56_value.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.11325526237487793,-0.08154446631669998,0,2560x64
left,bases/block_57_down.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.10345906019210815,-0.10152740776538849,0,2560x64
singular_values,bases/block_57_down.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,11.943758964538574,5.342373371124268,0,64
right,bases/block_57_down.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.07737672328948975,-0.06795839965343475,0,6912x64
left,bases/block_57_gate.npz,1769472,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,442368,0.0575004443526268,-0.07545351982116699,0,6912x64
singular_values,bases/block_57_gate.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,27.723491668701172,6.203920841217041,0,64
right,bases/block_57_gate.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.14521165192127228,-0.14943163096904755,0,2560x64
left,bases/block_57_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.34221234917640686,-0.30592671036720276,0,2560x64
singular_values,bases/block_57_k.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,11.381142616271973,3.8133888244628906,0,64
right,bases/block_57_k.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.20031461119651794,-0.26325148344039917,0,2560x64
left,bases/block_57_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.37664592266082764,-0.44670864939689636,0,2560x64
singular_values,bases/block_57_o.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,9.931512832641602,3.869607925415039,0,64
right,bases/block_57_o.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1956372857093811,-0.2110764980316162,0,2560x64
left,bases/block_57_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.22723005712032318,-0.2244545966386795,0,2560x64
singular_values,bases/block_57_q.npz,256,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,64,15.90954875946045,3.8827149868011475,0,64
right,bases/block_57_q.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.1719314604997635,-0.14961229264736176,0,2560x64
left,bases/block_57_v.npz,655360,Machine-readable analysis field; definition follows the literal field name and source table grain.,float32,163840,0.12667427957057953,-0.13751697540283203,0,2560x64
